,_id,SOZIETATEA_EU/SOCIEDAD_EU,SOZIETATEA_CAS/SOCIEDAD_CAS,EKITALDIA/EJERCICIO,SAILA/DEPARTAMENTO,SAILAREN DESKRIBAPENA_EU/DESCRIPCION DEPARTAMENTO_EU,SAILAREN DESKRIBAPENA_EU/DESCRIPCION DEPARTAMENTO_CAS,ZENTRU KUDEATZAILEA/CENTRO GESTOR,ZENTRO KUDEATZAILEAREN DESKR._EUS/DESCR. CENTRO GESTOR_EUS,ZENTRO KUDEATZAILEAREN DESKR._CAS/DESCR. CENTRO GESTOR_CAS,GASTU ARLOA/AREA DE GASTO,GASTU ARLOAREN DESKRIBAPENA_EUS/DESCRIPCION AREA DE GASTO_EUS,GASTU ARLOAREN DESKRIBAPENA_CAS/DESCRIPCION AREA DE GASTO_CAS,GASTU POLITIKA/POLITICA DE GASTO,GASTU POLITIKAREN DESKR.EUS/DESCR. POLITICA DE GASTO_EUS,GASTU POLITIKAREN DESKR._CAS/DESCR. POLITICA DE GASTO_CAS,TALDEA/GRUPO,TALDEAREN DESKRIBAPENA_EUS/DESCRIPCION GRUPO_EUS,TALDEAREN DESKRIBAPENA_CAS/DESCRIPCION GRUPO_CAS,PROGRAMA/PROGRAMA,PROGRAMAREN DESKRIBAPENA_EUS/DESCRIPCION PROGRAMA_EUS,PROGRAMAREN DESKRIBAPENA_CAS/DESCRIPCION PROGRAMA_CAS,KAPITULUA/CAPITULO,KAPITULUAREN DESKRIBAPENA_EUS/DESCRIPCION CAPITULO_EUS,KAPITULUAREN DESKRIBAPENA_CAS/DESCRIPCION CAPITULO_CAS,ARTIKULUA/ARTICULO,ARTIKULUAREN DESKRIBAPENA_EUS/DESCRIPCION ARTICULO_EUS,ARTIKULUAREN DESKRIBAPENA_CAS/DESCRIPCION ARTICULO_CAS,KONTZEPTUA/CONCEPTO,KONTZEPTUAREN DESKRIBAPENA_EUS/DESCRIPCION CONCEPTO_EUS,KONTZEPTUAREN DESKRIBAPENA_CAS/DESCRIPCION CONCEPTO_CAS,AZPIKONTZEPTUA/SUBCONCEPTO,AZPIKONTZEPTUAREN DESKRIBAPENA_EUS/DESCRIPCION SUBCONCEPTO_EUS,AZPIKONTZEPTUAREN DESKRIBAPENA_CAS/DESCRIPCION SUBCONCEPTO_CAS,PROIEKTUA/PROYECTO,PROIEKTUAREN DESKRIBAPENA/DESCRIPCION PROYECTO,HASIERAKO KREDITUA/CREDITO INICIAL 2023
22,23,UDAL,UDAL,2023,110,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,1100,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,9,JARDUKETA OROKORRAK,ACTUACIONES DE CARÁCTER GENERAL,91,GOBERNU-ORGANOAK,ÓRGANOS DE GOBIERNO,912,GOBERNU-ORGANOAK,ÓRGANOS DE GOBIERNO,9121,UDAL GOBERNUARI LAGUNTZEA,APOYO AL GOBIERNO MUNICIPAL,2,ONDASUN ARRUNT ETA ZERBITZUENGATIKO GASTUAK,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALA, HORNIDURAK ETA BESTELAKOAK","MATERIAL, SUMINISTROS Y OTROS",227,KANPOKO ENPRESEK EGINDAKO LANAK,TRABAJOS REALIZADOS POR OTRAS EMPRESAS EXTERNAS,22707,AZTERLAN ETA LAN TEKNIKOAK,ESTUDIOS Y TRABAJOS TECNICOS,2013/00024,Gardentasuna eta Open Data/ Transparencia y Open Data,"10.000,00"
23,24,UDAL,UDAL,2023,110,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,1100,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,9,JARDUKETA OROKORRAK,ACTUACIONES DE CARÁCTER GENERAL,91,GOBERNU-ORGANOAK,ÓRGANOS DE GOBIERNO,912,GOBERNU-ORGANOAK,ÓRGANOS DE GOBIERNO,9121,UDAL GOBERNUARI LAGUNTZEA,APOYO AL GOBIERNO MUNICIPAL,2,ONDASUN ARRUNT ETA ZERBITZUENGATIKO GASTUAK,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALA, HORNIDURAK ETA BESTELAKOAK","MATERIAL, SUMINISTROS Y OTROS",227,KANPOKO ENPRESEK EGINDAKO LANAK,TRABAJOS REALIZADOS POR OTRAS EMPRESAS EXTERNAS,22707,AZTERLAN ETA LAN TEKNIKOAK,ESTUDIOS Y TRABAJOS TECNICOS,2016/00397,DUSI Proiektua/ Proyecto DUSI,"72.000,00"
24,25,UDAL,UDAL,2023,110,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,1100,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,9,JARDUKETA OROKORRAK,ACTUACIONES DE CARÁCTER GENERAL,91,GOBERNU-ORGANOAK,ÓRGANOS DE GOBIERNO,912,GOBERNU-ORGANOAK,ÓRGANOS DE GOBIERNO,9121,UDAL GOBERNUARI LAGUNTZEA,APOYO AL GOBIERNO MUNICIPAL,2,ONDASUN ARRUNT ETA ZERBITZUENGATIKO GASTUAK,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALA, HORNIDURAK ETA BESTELAKOAK","MATERIAL, SUMINISTROS Y OTROS",227,KANPOKO ENPRESEK EGINDAKO LANAK,TRABAJOS REALIZADOS POR OTRAS EMPRESAS EXTERNAS,22707,AZTERLAN ETA LAN TEKNIKOAK,ESTUDIOS Y TRABAJOS TECNICOS,2018/00353,G/A Administrazio elektronikoa/ G/C Administración electrónica,"120.000,00"
25,26,UDAL,UDAL,2023,110,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,1100,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,9,JARDUKETA OROKORRAK,ACTUACIONES DE CARÁCTER GENERAL,91,GOBERNU-ORGANOAK,ÓRGANOS DE GOBIERNO,912,GOBERNU-ORGANOAK,ÓRGANOS DE GOBIERNO,9121,UDAL GOBERNUARI LAGUNTZEA,APOYO AL GOBIERNO MUNICIPAL,2,ONDASUN ARRUNT ETA ZERBITZUENGATIKO GASTUAK,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALA, HORNIDURAK ETA BESTELAKOAK","MATERIAL, SUMINISTROS Y OTROS",227,KANPOKO ENPRESEK EGINDAKO LANAK,TRABAJOS REALIZADOS POR OTRAS EMPRESAS EXTERNAS,22707,AZTERLAN ETA LAN TEKNIKOAK,ESTUDIOS Y TRABAJOS TECNICOS,2020/00194,2019-2023ko Gobernu Plana/ Plan de Gobierno 2019-2023,"10.000,00"
26,27,UDAL,UDAL,2023,110,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,1100,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,9,JARDUKETA OROKORRAK,ACTUACIONES DE CARÁCTER GENERAL,91,GOBERNU-ORGANOAK,ÓRGANOS DE GOBIERNO,912,GOBERNU-ORGANOAK,ÓRGANOS DE GOBIERNO,9121,UDAL GOBERNUARI LAGUNTZEA,APOYO AL GOBIERNO MUNICIPAL,2,ONDASUN ARRUNT ETA ZERBITZUENGATIKO GASTUAK,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALA, HORNIDURAK ETA BESTELAKOAK","MATERIAL, SUMINISTROS Y OTROS",227,KANPOKO ENPRESEK EGINDAKO LANAK,TRABAJOS REALIZADOS POR OTRAS EMPRESAS EXTERNAS,22707,AZTERLAN ETA LAN TEKNIKOAK,ESTUDIOS Y TRABAJOS TECNICOS,2021/00385,Alkatetzako zerbitzu orokorretako zuzendariordetzaren gastu arrunta/ Gasto corriente Subdirección SSGG Alcaldía,"500,00"
27,28,UDAL,UDAL,2023,110,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,1100,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,9,JARDUKETA OROKORRAK,ACTUACIONES DE CARÁCTER GENERAL,91,GOBERNU-ORGANOAK,ÓRGANOS DE GOBIERNO,912,GOBERNU-ORGANOAK,ÓRGANOS DE GOBIERNO,9121,UDAL GOBERNUARI LAGUNTZEA,APOYO AL GOBIERNO MUNICIPAL,2,ONDASUN ARRUNT ETA ZERBITZUENGATIKO GASTUAK,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALA, HORNIDURAK ETA BESTELAKOAK","MATERIAL, SUMINISTROS Y OTROS",227,KANPOKO ENPRESEK EGINDAKO LANAK,TRABAJOS REALIZADOS POR OTRAS EMPRESAS EXTERNAS,22707,AZTERLAN ETA LAN TEKNIKOAK,ESTUDIOS Y TRABAJOS TECNICOS,2022/00211,Udalbatzarrak hartutako konpromisoak gauzatzeko laguntza teknikoa/ Asistencia técnica para la ejecución de compromisos asumidos en el Pleno,"10.000,00"
28,29,UDAL,UDAL,2023,110,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,1100,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,9,JARDUKETA OROKORRAK,ACTUACIONES DE CARÁCTER GENERAL,91,GOBERNU-ORGANOAK,ÓRGANOS DE GOBIERNO,912,GOBERNU-ORGANOAK,ÓRGANOS DE GOBIERNO,9121,UDAL GOBERNUARI LAGUNTZEA,APOYO AL GOBIERNO MUNICIPAL,2,ONDASUN ARRUNT ETA ZERBITZUENGATIKO GASTUAK,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALA, HORNIDURAK ETA BESTELAKOAK","MATERIAL, SUMINISTROS Y OTROS",227,KANPOKO ENPRESEK EGINDAKO LANAK,TRABAJOS REALIZADOS POR OTRAS EMPRESAS EXTERNAS,22712,ZERBITZU INFORMATIKOAK,SERVICIOS INFORMATICOS,2013/00024,Gardentasuna eta Open Data/ Transparencia y Open Data,"55.000,00"
29,30,UDAL,UDAL,2023,110,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,1100,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,9,JARDUKETA OROKORRAK,ACTUACIONES DE CARÁCTER GENERAL,91,GOBERNU-ORGANOAK,ÓRGANOS DE GOBIERNO,912,GOBERNU-ORGANOAK,ÓRGANOS DE GOBIERNO,9121,UDAL GOBERNUARI LAGUNTZEA,APOYO AL GOBIERNO MUNICIPAL,2,ONDASUN ARRUNT ETA ZERBITZUENGATIKO GASTUAK,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALA, HORNIDURAK ETA BESTELAKOAK","MATERIAL, SUMINISTROS Y OTROS",227,KANPOKO ENPRESEK EGINDAKO LANAK,TRABAJOS REALIZADOS POR OTRAS EMPRESAS EXTERNAS,22712,ZERBITZU INFORMATIKOAK,SERVICIOS INFORMATICOS,2018/00353,G/A Administrazio elektronikoa/ G/C Administración electrónica,"20.555,00"
30,31,UDAL,UDAL,2023,110,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,1100,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,9,JARDUKETA OROKORRAK,ACTUACIONES DE CARÁCTER GENERAL,91,GOBERNU-ORGANOAK,ÓRGANOS DE GOBIERNO,912,GOBERNU-ORGANOAK,ÓRGANOS DE GOBIERNO,9121,UDAL GOBERNUARI LAGUNTZEA,APOYO AL GOBIERNO MUNICIPAL,2,ONDASUN ARRUNT ETA ZERBITZUENGATIKO GASTUAK,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALA, HORNIDURAK ETA BESTELAKOAK","MATERIAL, SUMINISTROS Y OTROS",227,KANPOKO ENPRESEK EGINDAKO LANAK,TRABAJOS REALIZADOS POR OTRAS EMPRESAS EXTERNAS,22712,ZERBITZU INFORMATIKOAK,SERVICIOS INFORMATICOS,2020/00194,2019-2023ko Gobernu Plana/ Plan de Gobierno 2019-2023,"10.000,00"
31,32,UDAL,UDAL,2023,110,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,1100,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,9,JARDUKETA OROKORRAK,ACTUACIONES DE CARÁCTER GENERAL,91,GOBERNU-ORGANOAK,ÓRGANOS DE GOBIERNO,912,GOBERNU-ORGANOAK,ÓRGANOS DE GOBIERNO,9121,UDAL GOBERNUARI LAGUNTZEA,APOYO AL GOBIERNO MUNICIPAL,2,ONDASUN ARRUNT ETA ZERBITZUENGATIKO GASTUAK,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALA, HORNIDURAK ETA BESTELAKOAK","MATERIAL, SUMINISTROS Y OTROS",227,KANPOKO ENPRESEK EGINDAKO LANAK,TRABAJOS REALIZADOS POR OTRAS EMPRESAS EXTERNAS,22712,ZERBITZU INFORMATIKOAK,SERVICIOS INFORMATICOS,2021/00385,Alkatetzako zerbitzu orokorretako zuzendariordetzaren gastu arrunta/ Gasto corriente Subdirección SSGG Alcaldía,"1.000,00"
32,33,UDAL,UDAL,2023,110,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,1100,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,9,JARDUKETA OROKORRAK,ACTUACIONES DE CARÁCTER GENERAL,91,GOBERNU-ORGANOAK,ÓRGANOS DE GOBIERNO,912,GOBERNU-ORGANOAK,ÓRGANOS DE GOBIERNO,9121,UDAL GOBERNUARI LAGUNTZEA,APOYO AL GOBIERNO MUNICIPAL,2,ONDASUN ARRUNT ETA ZERBITZUENGATIKO GASTUAK,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALA, HORNIDURAK ETA BESTELAKOAK","MATERIAL, SUMINISTROS Y OTROS",227,KANPOKO ENPRESEK EGINDAKO LANAK,TRABAJOS REALIZADOS POR OTRAS EMPRESAS EXTERNAS,22717,BIDAI AGENTZIETAKO ZERBITZUAK,SERVICIOS DE AGENCIAS DE VIAJES,2020/00432,ATELIER Proiektua/ Proyecto ATELIER,"500,00"
33,34,UDAL,UDAL,2023,110,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,1100,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,9,JARDUKETA OROKORRAK,ACTUACIONES DE CARÁCTER GENERAL,91,GOBERNU-ORGANOAK,ÓRGANOS DE GOBIERNO,912,GOBERNU-ORGANOAK,ÓRGANOS DE GOBIERNO,9121,UDAL GOBERNUARI LAGUNTZEA,APOYO AL GOBIERNO MUNICIPAL,2,ONDASUN ARRUNT ETA ZERBITZUENGATIKO GASTUAK,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALA, HORNIDURAK ETA BESTELAKOAK","MATERIAL, SUMINISTROS Y OTROS",227,KANPOKO ENPRESEK EGINDAKO LANAK,TRABAJOS REALIZADOS POR OTRAS EMPRESAS EXTERNAS,22717,BIDAI AGENTZIETAKO ZERBITZUAK,SERVICIOS DE AGENCIAS DE VIAJES,2021/00204,DecarbCityPipes Europar proiektua (energia)/ Proyecto Europeo DecarbCityPipes (energía),"500,00"
34,35,UDAL,UDAL,2023,110,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,1100,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,9,JARDUKETA OROKORRAK,ACTUACIONES DE CARÁCTER GENERAL,91,GOBERNU-ORGANOAK,ÓRGANOS DE GOBIERNO,912,GOBERNU-ORGANOAK,ÓRGANOS DE GOBIERNO,9121,UDAL GOBERNUARI LAGUNTZEA,APOYO AL GOBIERNO MUNICIPAL,2,ONDASUN ARRUNT ETA ZERBITZUENGATIKO GASTUAK,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALA, HORNIDURAK ETA BESTELAKOAK","MATERIAL, SUMINISTROS Y OTROS",227,KANPOKO ENPRESEK EGINDAKO LANAK,TRABAJOS REALIZADOS POR OTRAS EMPRESAS EXTERNAS,22717,BIDAI AGENTZIETAKO ZERBITZUAK,SERVICIOS DE AGENCIAS DE VIAJES,2021/00385,Alkatetzako zerbitzu orokorretako zuzendariordetzaren gastu arrunta/ Gasto corriente Subdirección SSGG Alcaldía,"1.000,00"
35,36,UDAL,UDAL,2023,110,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,1100,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,9,JARDUKETA OROKORRAK,ACTUACIONES DE CARÁCTER GENERAL,91,GOBERNU-ORGANOAK,ÓRGANOS DE GOBIERNO,912,GOBERNU-ORGANOAK,ÓRGANOS DE GOBIERNO,9121,UDAL GOBERNUARI LAGUNTZEA,APOYO AL GOBIERNO MUNICIPAL,2,ONDASUN ARRUNT ETA ZERBITZUENGATIKO GASTUAK,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALA, HORNIDURAK ETA BESTELAKOAK","MATERIAL, SUMINISTROS Y OTROS",227,KANPOKO ENPRESEK EGINDAKO LANAK,TRABAJOS REALIZADOS POR OTRAS EMPRESAS EXTERNAS,22720,ITZULPEN ETA INTERPRETARITZA ZERBITZUAK,SERVICIOS DE TRADUCCION E INTERPRETES,2021/00385,Alkatetzako zerbitzu orokorretako zuzendariordetzaren gastu arrunta/ Gasto corriente Subdirección SSGG Alcaldía,"3.000,00"
36,37,UDAL,UDAL,2023,110,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,1100,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,9,JARDUKETA OROKORRAK,ACTUACIONES DE CARÁCTER GENERAL,91,GOBERNU-ORGANOAK,ÓRGANOS DE GOBIERNO,912,GOBERNU-ORGANOAK,ÓRGANOS DE GOBIERNO,9121,UDAL GOBERNUARI LAGUNTZEA,APOYO AL GOBIERNO MUNICIPAL,2,ONDASUN ARRUNT ETA ZERBITZUENGATIKO GASTUAK,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALA, HORNIDURAK ETA BESTELAKOAK","MATERIAL, SUMINISTROS Y OTROS",227,KANPOKO ENPRESEK EGINDAKO LANAK,TRABAJOS REALIZADOS POR OTRAS EMPRESAS EXTERNAS,22723,ZERBITZUAK:ARGIAK ETA SOINUAK,SERVICIOS DE ILUMINACIÓN Y SONIDO,2021/00385,Alkatetzako zerbitzu orokorretako zuzendariordetzaren gastu arrunta/ Gasto corriente Subdirección SSGG Alcaldía,"500,00"
37,38,UDAL,UDAL,2023,110,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,1100,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,9,JARDUKETA OROKORRAK,ACTUACIONES DE CARÁCTER GENERAL,91,GOBERNU-ORGANOAK,ÓRGANOS DE GOBIERNO,912,GOBERNU-ORGANOAK,ÓRGANOS DE GOBIERNO,9121,UDAL GOBERNUARI LAGUNTZEA,APOYO AL GOBIERNO MUNICIPAL,2,ONDASUN ARRUNT ETA ZERBITZUENGATIKO GASTUAK,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALA, HORNIDURAK ETA BESTELAKOAK","MATERIAL, SUMINISTROS Y OTROS",227,KANPOKO ENPRESEK EGINDAKO LANAK,TRABAJOS REALIZADOS POR OTRAS EMPRESAS EXTERNAS,22732,IDAZKARITZA TEKNIKOA ETA ANTOLAKETA ARLOKO LAGUNTZA,SECRETARÍA TÉCNICA Y APOYO ORGANIZATIVO,2018/00385,Bakearen eta Bizikidetzaren aldeko Topagunea/ Foro Paz y Convivencia,"50.000,00"
38,39,UDAL,UDAL,2023,110,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,1100,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,9,JARDUKETA OROKORRAK,ACTUACIONES DE CARÁCTER GENERAL,91,GOBERNU-ORGANOAK,ÓRGANOS DE GOBIERNO,912,GOBERNU-ORGANOAK,ÓRGANOS DE GOBIERNO,9121,UDAL GOBERNUARI LAGUNTZEA,APOYO AL GOBIERNO MUNICIPAL,2,ONDASUN ARRUNT ETA ZERBITZUENGATIKO GASTUAK,GASTOS EN BIENES CORRIENTES Y SERVICIOS,23,ZERBITZUAGATIKO KALTE ORDAINAK,INDEMNIZACIONES POR RAZON DEL SERVICIO,230,"BIDAI SARIAK, PERTSONALAREN GARRAIOA ETA LOKOMOZIOA","DIETAS, LOCOMOCION Y TRASLADO DEL PERSONAL",23001,"BIDAI SARIAK, PERTSONALAREN GARRAIOA ETA LOKOMOZIOA","DIETAS, LOCOMOCION Y TRASLADO DEL PERSONAL",2020/00432,ATELIER Proiektua/ Proyecto ATELIER,"500,00"
39,40,UDAL,UDAL,2023,110,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,1100,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,9,JARDUKETA OROKORRAK,ACTUACIONES DE CARÁCTER GENERAL,91,GOBERNU-ORGANOAK,ÓRGANOS DE GOBIERNO,912,GOBERNU-ORGANOAK,ÓRGANOS DE GOBIERNO,9121,UDAL GOBERNUARI LAGUNTZEA,APOYO AL GOBIERNO MUNICIPAL,2,ONDASUN ARRUNT ETA ZERBITZUENGATIKO GASTUAK,GASTOS EN BIENES CORRIENTES Y SERVICIOS,23,ZERBITZUAGATIKO KALTE ORDAINAK,INDEMNIZACIONES POR RAZON DEL SERVICIO,230,"BIDAI SARIAK, PERTSONALAREN GARRAIOA ETA LOKOMOZIOA","DIETAS, LOCOMOCION Y TRASLADO DEL PERSONAL",23001,"BIDAI SARIAK, PERTSONALAREN GARRAIOA ETA LOKOMOZIOA","DIETAS, LOCOMOCION Y TRASLADO DEL PERSONAL",2021/00204,DecarbCityPipes Europar proiektua (energia)/ Proyecto Europeo DecarbCityPipes (energía),"500,00"
40,41,UDAL,UDAL,2023,110,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,1100,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,9,JARDUKETA OROKORRAK,ACTUACIONES DE CARÁCTER GENERAL,91,GOBERNU-ORGANOAK,ÓRGANOS DE GOBIERNO,912,GOBERNU-ORGANOAK,ÓRGANOS DE GOBIERNO,9121,UDAL GOBERNUARI LAGUNTZEA,APOYO AL GOBIERNO MUNICIPAL,2,ONDASUN ARRUNT ETA ZERBITZUENGATIKO GASTUAK,GASTOS EN BIENES CORRIENTES Y SERVICIOS,23,ZERBITZUAGATIKO KALTE ORDAINAK,INDEMNIZACIONES POR RAZON DEL SERVICIO,230,"BIDAI SARIAK, PERTSONALAREN GARRAIOA ETA LOKOMOZIOA","DIETAS, LOCOMOCION Y TRASLADO DEL PERSONAL",23001,"BIDAI SARIAK, PERTSONALAREN GARRAIOA ETA LOKOMOZIOA","DIETAS, LOCOMOCION Y TRASLADO DEL PERSONAL",2021/00385,Alkatetzako zerbitzu orokorretako zuzendariordetzaren gastu arrunta/ Gasto corriente Subdirección SSGG Alcaldía,"17.000,00"
41,42,UDAL,UDAL,2023,110,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,1100,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,9,JARDUKETA OROKORRAK,ACTUACIONES DE CARÁCTER GENERAL,91,GOBERNU-ORGANOAK,ÓRGANOS DE GOBIERNO,912,GOBERNU-ORGANOAK,ÓRGANOS DE GOBIERNO,9121,UDAL GOBERNUARI LAGUNTZEA,APOYO AL GOBIERNO MUNICIPAL,4,TRANSFERENTZIA ARRUNTAK,TRANSFERENCIAS CORRIENTES,48,TRANSFERENTZIA ARRUNTAK FAMILIEI ETA IRABAZI ASMORIK GABEKO ERAKUNDEETARA,TRANSFERENCIAS CORRIENTES A FAMILIAS E INSTITUCION,481,TRANSFERENTZIA ARRUNTAK IRABAZI ASMORIK GABEKO ERAKUNDEETARA,TRANSFERENCIAS CORRIENTES A INSTITUCIONES SIN FINE,48199,BESTE TRANSFERENTZIA ARRUNT BATZUK IRABAZI ASMORIK GABEKO ERAKUNDEETARA,OTRAS TRANSFERENCIAS CORRIENTES A INSTITUCIONES SI,2022/00447,KulturGest Bilbo-UPV/EHU Uda ikastaroak/ KulturGest Bilbo-UPV/EHU Uda ikastaroak,"25.000,00"
42,43,UDAL,UDAL,2023,110,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,1100,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,9,JARDUKETA OROKORRAK,ACTUACIONES DE CARÁCTER GENERAL,91,GOBERNU-ORGANOAK,ÓRGANOS DE GOBIERNO,912,GOBERNU-ORGANOAK,ÓRGANOS DE GOBIERNO,9121,UDAL GOBERNUARI LAGUNTZEA,APOYO AL GOBIERNO MUNICIPAL,6,INBERTSIO ERREALAK,INVERSIONES REALES,60,INBERTSIOA AZPIEGITURAN ETA ERABILERA OROKORRERAKO ONDASUNETAN,INVERSION EN INFRAESTRUCTURA Y BIENES DESTINADOS A,601,ERABILERA OROKORRERAKO AZPIEGITURA ETA URBANIZAZIOA,INFRAESTRUCTURA Y URBANIZACION DESTINADAS AL USO G,60101,ERABILERA OROKORRERAKO AZPIEGITURA ETA URBANIZAZIOA,INFRAESTRUCTURA Y URBANIZACION DESTINADAS AL USO G,2023/00153,Udalbatzarraren konpromisoen ondoriozko esku hartzeak/ Intervenciones derivadas de compromisos de Pleno,"10.000,00"
43,44,UDAL,UDAL,2023,110,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,1100,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,9,JARDUKETA OROKORRAK,ACTUACIONES DE CARÁCTER GENERAL,91,GOBERNU-ORGANOAK,ÓRGANOS DE GOBIERNO,912,GOBERNU-ORGANOAK,ÓRGANOS DE GOBIERNO,9121,UDAL GOBERNUARI LAGUNTZEA,APOYO AL GOBIERNO MUNICIPAL,6,INBERTSIO ERREALAK,INVERSIONES REALES,60,INBERTSIOA AZPIEGITURAN ETA ERABILERA OROKORRERAKO ONDASUNETAN,INVERSION EN INFRAESTRUCTURA Y BIENES DESTINADOS A,602,ERABILERA OROKORRERAKO ONDARE HISTORIKOA,PATRIMONIO HISTORICO DESTINADO AL USO GENERAL,60201,ERABILERA OROKORRERAKO ONDARE HISTORIKOA,PATRIMONIO HISTORICO DESTINADO AL USO GENERAL,2023/00153,Udalbatzarraren konpromisoen ondoriozko esku hartzeak/ Intervenciones derivadas de compromisos de Pleno,"10.000,00"
44,45,UDAL,UDAL,2023,110,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,1100,KULTURA ETA GOBERNANTZA,CULTURA Y GOBERNANZA,9,JARDUKETA OROKORRAK,ACTUACIONES DE CARÁCTER GENERAL,91,GOBERNU-ORGANOAK,ÓRGANOS DE GOBIERNO,912,GOBERNU-ORGANOAK,ÓRGANOS DE GOBIERNO,9121,UDAL GOBERNUARI LAGUNTZEA,APOYO AL GOBIERNO MUNICIPAL,6,INBERTSIO ERREALAK,INVERSIONES REALES,64,GASTUAK IZAERA IMMATERIALEKO INBERTSIOETAN,GASTOS EN INVERSIONES DE CARACTER INMATERIAL,644,APLIKAZIO INFORMATIKOAK,APLICACIONES INFORMÁTICAS,64401,APLIKAZIO INFORMATIKOAK,APLICACIONES INFORMÁTICAS,2018/00318,Administrazio elektronikoa/ Administración electrónica,"175.000,00"
